content,polarity,Target
¿  Messi  ha jugado ?,N,0
@horaciososav: Por lo menos fue una final sin  messi  ni  cristiano .. Que messi jugo? JAJAJAJA HAHAHAHAHA Messi quien?,N,0
A  Ramos  no le dejarán acercarse a la copa este año. Solo por precaucion,N,0
La  copa del rey  para quien se la merece ! ! ! Bien luchado  REAL  MADRID  (:,P,1
"Messi  tenia un mancave debajo de la cancha, ahí es donde estaba",N,0
El  Real Madrid  es el mejor equipo del mundo y de mi vida.,P,1
"Que  Bale  juega mejor por la izquierda es evidente, es su puesto natural.",P,1
Y la afición del  Barça  dejando solo a su equipo como el año pasado la del  Madrid . Aficiones de puta mierda.,N,0
Buen partido  entre  @FCBarcelona_es  y  @realmadrid  ánimo mi  @Carles5puyol   @Xavi_Hernan   @TeamMessi   @_Pedro17_   @neymarjr   @cesc4official,P,1
@PikAHiMoViC  Jugadores nuevos  ya! Los del Barça estan viejos. (Contodo el respeto),N,0
"@Barcelofia: Y con todo esto los Argentinos son los más felices,  Messi  no llegará lesionado este año y al 100%. Ojalá y caigan en 1ª fase.",N,0
"@raquel_3270 Raquel tranquilizate y luego, busca quien tiene mas copas del rey en la historia,quizás te resoluciones ver que es el  Barcelona",P,1
Carvajal  tiene el mismo cuerpo que el enano de Juego de Tronos.,N,0
Un trofeo súper importante dice  Ramos !!!! Que le dejen la copa si se atreven!!!!,P,1
"Bueno, ni modo. El que juega mejor, es el que gana. Felicidades a mis amigos  Madridistas . Pero a pesar de todo #PorSiempreBarcelonista",P,1
Messi  no se vio en el malayo juego,N,0
No saben lo que me encanta que hayamos ganado con  Casillas  jugando ¡Eres tú mi amor!,P,1
@freguilson papaaaa hemos ganadooooo vamos  madrid   ¡hala madrid hala madrid !,P,1
Que grande es  balee  olee!!  #HalaMadrid,P,1
Dejad de llorar y preguntaros por qué  Messi  no ha corrido ni la mitad de lo que lo han hecho  Di Maria  o  Bale ...ese es el problema del  Farsa,N,0
"Eso si, si los queridos independentistas  catalanes  pierden la copa, ¿porqué se enfadan? Si es la  copa del Rey , es algo de 'un país ajeno'.",N,0
Que wevos..... pero siempre Visca el  Barça  y puta  real madrid !,P,1
""" Casillas : """"Ahora hay que acordarnos de  Jesé , él la está pasando mal, este triunfo es para él"""" Grande capitán! #HalaMadrid""",P,1
Ese gol de  Bale  ganando la  copa  en frente de todos los  culés  vale todos los millones que quieran ponerle   #FinalCopaRelRey   #HalaMadrid,P,1
"Amiguitos, dejen de decirle moda al  Barcelona  o pensaré que no saben de fútbol.",N,0
"Enhorabuena a los  madridistas , de verdad.",P,1
gareth bale  es mil veces mejor que  neymar  hoy quedo claro,P,1
El rey le ha dicho a  Messi  qe si le daba el cubo para qe no vomitase ahi,N,0
"Enhorabuena a los del  Madrid , no ha podido ser, pero almenos se ha intentado #ForçaBarça",P,1
Lo de  Messi  es un cachondeito eeh! Jajaja,N,0
Lo peor es que tenemos que estar otro año más con  pinto,N,0
"Y  Messi  igual, como gana millones no puede tomarse en serio una copa más...",N,0
Comoo no te voy a quereer  Como no te voy a querer  si vuelves a ganar la  copa  otra vez! ¡¡¡Sii siii siiii la  COPA  VA A  MADRID !!  #FINALCOPA,P,1
"Yo doy la enhorabuena al  Barça  por el  gran partido , pero pierden mi respeto al quitarse las medallas. #MalPerder",N,0
“@van_Palomaain:  Gareth Bale  es amor”,P,1
"Joe, cualquiera entra ahora a la twitter, xD. Como los 2 no podian perder ... una pena ... Felicidades a los  madridistas .   #FinalCopa",P,1
@PikAHiMoViC es culpa de  tata  que se quede,N,0
Messi  va a llorar.,N,0
No supero el gol de  @GarethBale11  GRANDE CRACK,P,1
"Ahi ahi  Ramos , la bandera de Andalucia por todo lo alto. Que chaval mas grande",P,1
Criticar a  MESSI  es para los ignorantes del fútbol.,P,1
"Felicidades  @realmadrid  Enhorabuena a todos los  madridistas !  Disfrutad de la fiesta! Resultado corto, merecimos un 4-0",P,1
Saben los q les duele mas al  farsa  que fue sin  CR7  jaja jajaja,N,0
"""Mi primito de 9 años cuando  neymar  agarraba el balon decia : """"Ahorita se cae & se pone a llorar"""" xd CSM""",N,0
No sabeis lo que gozo al verles este careto a los del  Barça,N,0
@wiliamespi los mejores no son eso tenes q aceptarlo de q hicieron un  partido muy bn  debido a  di maria  es otra cosa jajajajaja,P,1
Vení  Fabregas  yo te quito la mala cara,N,0
@Bernap97_ATM callando bokitas mi  madrid   bartra  esta aun buscando a  bale  eso es suerte??? HASTA EL FINAL VAMOS REAL,P,1
Messi  eres un duende tio... jajajaja,N,0
Me pregunto si  bartra  todavia sta corriendo para alcanzar a  bale ? XD,N,0
Casillas  Campeon de la  Copa del Rey  reciviendo 1 solo gol. Q grande eres  Iker !! #EternoCapitan http://t.co/i0TIfNmtRp,P,1
"Felicidades a los verdaderos   Madridistas , ni modos mi  Barcelona  se veía venir, para la otra.",P,1
Ni modo! Hay que hacer limpieza hahahaha pobre  @barça  ! Hahaha la camisa de aleeb04 (miren abajo)… http://t.co/wAToQN0mQe,N,0
Desde el 2003 que  Barça  no perdía 3 juegos consecutivos. ¿Final de una Dinastía? @SancadillaNorte,N,0
"CAMPEONEEEES!!!!Merecida victoria del  Madrid , gran esfuerzo.Este sí es mi  Madrid !Primer título del año,esperemos q no el último  #HalaMadrid",P,1
Perfect day mis #CP3 y la victoria de mi  real   #Halamadrid,P,1
"""De los creadores de """"colega, donde está mi coche?"""" Llega... """"Nen has visto al  Messi ?"""" #FinalCopa """,N,0
Que cara de gilipollas se le ha quedado a  Messi  JAJAJAJAJAJAJAJAAJ,N,0
Hala  Madrid  hoy mañana y siempre. Por cosas como estas es por lo que estamos siempre contigo y siempre lo estaremos  #HalaMadrid,P,1
"@carrusel Tampoco os habeis esforzado mucho,porque el  Barça  esta hecho una mierda,asi de claro.",N,0
Eh  Tata  el año que viene nos vemos,N,0
"Ramos  cabrón, como tires la Copa hoy... xD",N,0
Ramos  nada mas no tires hoy la Copa del Rey porfa,N,0
Y la  copa del reyy  para el mejor equipo d la  liga española   Real Madrid !!  #HalaMadrid,P,1
Gracias  Real Madrid  ahora a por el  Bayern,P,1
Campeones de la  Copa del Rey !!!   #FinalCopa   #HalaMadrid  ?????,P,1
Voy a tener un orgasmo en serio con el gol de  Bale !!!!!,P,1
"Sólo se salvan  Pedro  y  Bartra  a pesar de que tendría que haber hecho falta a  Bale  en el gol,  Neymar  como siempre las falla todas.",P,1
Jose pinto  eres una cagada!,N,0
¡Campeones de la  Copa del Rey !  #HalaMadrid,P,1
@mao2r9 @lara_stalin shhhhh a callar bocas  #bale  y q pasa con el paquete de 130M piscinero de  Neymar . Y ya vomito  Messi ? Jaja,P,1
Que grande  sergio ! Mi otro idolo despues de  cristiano ! ENORMEES!!!,P,1
Real Madrid  campeón y sin  CR7  pero si con unos increíbles Di  Maria  y  Bale,P,1
La  afición del Barcelona  pita durante el himno en la  final de la Copa del Rey :  20MINUTOS  La  grada madridista  h... http://t.co/Epgt14hwKM,N,0
No le deis la copa  Ramos !!!!!!,N,0
@CintaDeCapitan no se lo merecía el  Barcelona,N,0
el gol de  BALE  de Oliver y Benji,P,1
#VirusNeymar  ese es el problema del  Barcelona ...ahora se tiene que plantar que hacer para la siguiente temporada,N,0
@pani48 @rdariasneb  Messi  ha echo un  pedazo de partido !!!  Isco   bale  y  di maria  me quitó el sombrero!!!,P,1
"Pinto , te voy a pinchar el coche.",N,0
Neymar Jr  para mi buen jugador perk hoy a decepcionado a todos los  Barcelonistas  pero siempre en las buenas y en las malas! Força  Barça,P,1
En las victorias te quiero y en las derrotas te amo. Visca el  Barça  SEMPRE ?,P,1
"Se podría haber goleado a este  barça ,  el cancer del equipo  benzema .",N,0
Una vez mas lo han demostrado!!!!!! HALA  MADRID !!!!!!!!,P,1
“@ReinoMadridista: Un saludo a los que criticaron el fichaje de  Bale . http://t.co/6JfCaXsVdH” @manu10fcb,P,1
"Casillas  es muy grande, por muy  antimadridista  que sea..",P,1
"Hizo más  Cristiano  en las gradas, que  Messi  en el campo.",P,1
¿No les pasa que cada día aman más a su equipo? ¡A nosotros si!  #halamadrid    @realmadrid,P,1
Casillas ..  ese portero que tiene eso. Un culo brutal.,P,1
A los  culés  que no saben perder y a los  madridistas  que no saben ganar los abandonaba en un bosque de lobos cubiertos de olor a jamón.,N,0
"Peticion importante al  #realmadrid  no dejarle la  #CopaDelRey  a  @SergioRamos  cuando suba al autobus, aunq es grande y le queremos  #HalaMadrid",P,1
"felicidades al  madrid , el primer año desde hace mucho que el  barça  no gana nada un año en blanco (nose de que me suena ) ajajajaja",P,1
Que no se le caiga la copa a  Ramos  por diioss !!!,N,0
Enhorabuena al  Real Madrid  y a todos los  madridistas  por el título. Se lo merecen (:,P,1
"Bueno, enhorabuena a todos los  madridistas  de mi TL.",P,1
"@mariforever65 bue ... si fuera la Copa de George Clooney todavia, pero es la del  Rey  .. que esta hecho mierda. Que se la metan en el ojete",N,0
"Hahaha yo apoyo al  Real Madrid  pero por favor, no voten la copa! Hahaha",P,1
Ramos  buscando un capote que grande!!!,P,1
Lo único que voy a decir hoy es:  Real Madrid  Te amo!!! Gracias por ser el mejor club del mundo!!!!  #HalaMadrid,P,1
"Campeones de  copa  señores! Q grande  gareth bale , asi se hace en las finales niño! D nuevo se ha visto quien manda aquí!! Madrid vibra x ella",P,1
Grande  @GarethBale11  ! Primera de muchas alegrias que nos vas a dar! Grande todo el equipo!,P,1
"Ya fue, pero siempre contigo, nos levantaremos mi  Barcelona , las caídas nos hacen fuerte ?",P,1
Sergio Ramos  habla mejor que los que escriben libros.,P,1
Hala  Madrid . El primero del triplete. (Bayern mediante).,P,1
La baja forma de  Messi  es preocupante para el  Barça . Llegan las vacas flacas   #FinalCopa   #HalaMadrid,N,0
Felicidades a todos los  madridistas  sufridores,P,1
El  barcelona  es el mejor equipo del mundoo... y siempree lo seraa,P,1
"Ahora que lo estoy viendo con la medallita,  Messi  ha jugao?",N,0
Sergio Ramos  no cojas la copa q sabes q la lias!!,N,0
Me quedo con el carreron de  Bale ... casi se queda sin campo.  Carvajal   partidazo .  #HalaMadrid,P,1
Ojalá  Ramos  no deje caer la Copa otra vez....,N,0
"Gareth Bale  callando bocas a nivel extremo, la teneis hasta dentro  cules !! HALA  MADRID !!!",P,1
Ahora quien aguanta a los  madridistas .,N,0
"""Muy bien  Barcelona  <3""",P,1
@Hugo_Vilaboa: +¿Os acordáis de la niña que participó en La Voz y murió? -¡HALA  MADRID !,P,1
Discutible triunfo del  real Madrid  fuera de juego en el gol de  di maria  y para mi expulsión de  isco  x 2 amarillas logo se kejaran d  arbitros,N,0
"Vaya racha lleva el  barça ,eliminados de la  champion ,pierden contra el granada y sin  copa del rey  jajajajjajjaja HALA  MADRID",N,0
Estoy buscando el capote  Sergio Ramos  = GRANDE,P,1
La victoria del  Madrid  me sabe muchísimo mejor estando en Bcn!!!! ooole ole y oooole!!!!???  #HalaMadrid,P,1
Ramos  no cojas la copaaa!!,N,0
Con el  Barça  hasta la muerte.,P,1
Tata  está en la mismísima mierda,N,0
Si Si Si la copa esta en Madrid. Grande  Bale     #FinalCopaRelRey  #Winners  #HalaMadrid,P,1
"CASILLAS : 1 gol en toda la copa, y no juega.. Enorme  iker !!",P,1
Gran partido  el que se vio hoy a todos mis amigos y conocidos que le van al  Barcelona  felicidades siempre son un GRAN rival!   #CopaRelRey  ?,P,1
Sergio Ramos  que en menos de un mes estará tajado en la feria,N,0
En las buenas y en las malas orgullo cule !  #FCBarcelona,P,1
"""@SolanshMayani: Con el relajito  Cristiano  se ve guapo? alwaysss<3""",N,0
"Hoy no se pudo, vamos  barcelona !!",P,1
Grande  Madrid !!!!!! Que equipo por favor!!! Demostrando que son los mejores del mundo. HALA  MADRID !!!,P,1
Real Madrid  campeones de la  copa del rey  orgulloso del mejor equipo del mundo  madridista  hasta la muerte,P,1
@ReinoMadridista: Un saludo a los que criticaron el fichaje de  Bale . http://t.co/phdZbfnajp Bale si los BALEEE.,P,1
"No lo diréis los haters, pero vaya  partidazo  de  Carvajal",P,1
"Buen juego de  Madrid , nada que hacer, pesima defensa, se lo merecian, el  barca  buscó pero no concretó nada, poco de  Messi ,  Fabregas , etc.",P,1
Neymar  es mas egoísta que hijo único.,N,0
Dicen que  pinto  ya tiene el nivel de jugar en las hormiguitas,N,0
Creo que  Mas  está encantado. La  Copa del Rey  iba a terminar en Barcelona?,N,0
Si  Messi  hubiese jugado hubiera sido otra la historia .,P,1
Unas se gana otras se pierde pero siempre se aprende arriba  Barça  ?,P,1
"Real Madrid ! El mejor club, somos campeones!!",P,1
BIEN!!!  Real Madrid  campeón de la  copa del Rey  . @MariamAznar @IreneHipster @AndreaAznar97,P,1
Ole tu polla!! Con la bamdera a la espalada de ESPAÑA Y ANDALUCIA!!  @SergioRamos,P,1
El gol de  BALE  y el palo de  Neymar  fueron lo maaas!,P,1
"Si es que ganamos hasta sin  Cristiano ,  Marcelo ...",P,1
OLE OLE OLE!!!! SI es que el  Madrid  lo  vale todo...  #HalaMadrid  #OrgulloBlaco #Comedmelcodo,P,1
"En Espana Real, en Europa Real, en el mundo Real, para siempre  Real Madrid . Ale  Real Madrid  ale ale.",P,1
"Ta,  Neymar , ya vimos tu cara de acongojado. Vaya  pa las duchas nomás… ¡Juira, bicho!",N,0
"@ivanp_97 No te enfades,si le darám a  Xavi  el título de jardinero de oro xD",N,0
@MesutOzil1088: Hala  madrid ?  Congratulation amigos.  @SergioRamos   #real madrid#CopaDelRey #siiiiii  Ozil  te amo pero te fuiste al Arsenal,P,1
Grandes chicos  @realmadrid  ya es vuestra_ después del trabajo y el esfuerzo siempre llega la recompensa y la alegría_grande hala  Madrid !,P,1
"La carrera de  bale  en el 85 vale 100 kilos, sin bajada de bandera ni nada... felicidades a la  @aficion_Rmadrid",P,1
Dicen q  Bale  ya a llegado a la cibeles,P,1
"Mira q soy  antimadridista , pero como me alegro q pierda el  Barça .  Messi ,mis cojones. Nadie tien huevos a quitalu.Marcandose un  Arbeloa . Cono",P,1
@Soquinio11: Para mi el  Barcelona  sigue siendo el mejor equipo del mundo.,P,1
Messi  ha corrido hoy 2.7 km menos que  cristiano  y  Marcelo .,N,0
"Messi , sos el rey... Sos el mejor... No puedo entender que alguien lo critique, es que él no juega solo hps...  Messi , es D10S. #FCBLIVE",P,1
"""La copa se vuelve a quedar en Madrid """" capital de España"""" a tomar por culo el  barcelona  ? jajajajaja""",N,0
@13_Pinto  mi sueño es que marques un gol en la  final de copa  #VeAPorTusSueños no me falles por favor tengo mucha ilusión,P,1
"@EberIndiana perdona que te diga pero  Pinto  es el bomba, JAJAJAJAJAJAJAJA en serio.. Que coño hacía? Jajajaja",N,0
Benzema  y  Di María  estan a otro nivel física y futbolísticamente. Bien  bale  por el gol pero no concretó tres contras antes del gol del  Barça,P,1
Una prueba más de que sin penales el  Barcelona  no le gana a nadie!,N,0
"@DaniRep pero henos gando gracias a  iker  ,  bale  y  isco",P,1
Justo campeón el  Madrid .  Barcelona  va a tener que replantearse varias cosas si quiere volver a ser lo que era.,P,1
En el  Barça  se ha pasado de ser un equipo que se regía por su juego (de posición) al ser equipo de la posesión (inocua) y las jugadas,N,0
100 millones de euros costaste valio la pena SOMOS CAMPEONES hala  madrid  http://t.co/SBLwS56wX8,P,1
Hala  madrid  !! Vamos por la decina orejona tambien.,P,1
Bale  nos da la  copa del rey  y el título que celebra el  Barça  gracias a  Neymar  es http://t.co/5g8dna1w0B,P,1
Si hubieran metido a  Alexis  desde antes y a  Puyol  no hubieran dado guerra,P,1
El  Barcelona  quiere que anulen el gol de  Bale  porque no puso el intermitente al adelantar al  Baltra,N,0
"Bale , estás como dios manda. JAJAJA.",P,1
Bueno ahora si a que horas se va  Martino ????,N,0
Y decían que  Bale  no valía tanto!! Nadamas le ha dado un título al  Madrid !!  #HalaMadrid,P,1
@Montag_ue se están cuidando para el mundial y aprovechan de sacar a  martino,N,0
"lo bueno del fracaso de  martino  es que vuelve al mercado sudamericano, que lo contrate una selección tipo venezuela 1/2",N,0
"""No es lo mismo dirigir Libertad, Paraguay y Newells que al Barcelona;  Martino  Tecniquito""",N,0
"El  Real Madrid  ganó el  partido  más importante, lo peor es que pueden ganar  La Liga  sin haber ganado un  Clásico , gracias al mismo  Barça",N,0
Ahora que la  afición del Barça  en el campo piten a los  Messi  o  Neymar ...no al himno nacional.,N,0
Cadena perpetua para el  Tata Martino !!,N,0
"He visto las 2 Ultimas finales del  Real Madrid , y las 2 ha ganado mi gran equipo! Gracias! #RealMadrid   #FinalCopaRelRey",P,1
Menos mal que decía que el  @realmadrid  @realno ganaba... #Nene   #FinalCopa   #HalaMadrid  http://t.co/l7Lr2shRuP,P,1
"Yo no veo mucho fútbol, pero cuando lo hago, veo a  Bale  corriendo y convirtiendo ese golazo.. Animal!!!!||",P,1
Campeones :-)  Real Madrid  otra copa mas para la historia :-) ahora q por la  champion  y la  Liga  ENHORABUENA  MERENGUES  SOMOS LOS MEJORES,P,1
A ver pa que mierda el  pinto  se va en el corne de su porteria #meindigno,N,0
@lasdosmanitas quien ha levantado la copa del rey? El eterno capitán San  Iker . #IkerTitularIndiscutible,P,1
Donde están los  culerdos  que criticabais a  Bale ? TOMAAAAAAAAAAA. A mamarla  antimadridistas !,N,0
en lo que creo  Madrid  color de sangre que correr por mis venas blanca como el mejor equipo del mundo  #halamadrid,P,1
El dilema es sí vendo a  ISCO  hoy en FIFA,N,0
El  Barça  en menos d un mes lo perdió tooodooooooo,N,0
"@Shionny já, socaste, los últimos minutos socaaaasteee! Felicidades rey de la selva, ni modo el  Barcelona  no se vio bien.",N,0
"Casillas  tocando el palo, que lindo sos.",P,1
Que sin  Casillas  no hacéis nada!! #ViscaBarça,P,1
Pero que cerdos sois  CULES .  Para pitarle al  rey  y al himno iros a chuparla a vuestro país. ¡HALA  MADRID ! ?,N,0
@victorternera  Messi  esta mamando ron con @edgardojose13 @yuceth1 @Eduarmedi porque en el  partido  no estuvo,N,0
Hay  jugadores en el Barça  que ya no dan y me duele en el alma admitirlo porque nos han dado alegrías que nunca vamos a olvidar,N,0
Bale  ya puedes aparcar la moto.  Isco  descomunal.  Messi  sigue desaparcido. La  Copa  se queda en España  #HalaMadrid  #Campeones,P,1
Enhorabuena a  los jugadores del Barça q han calentado  ya q han sido los únicos q han corrido.,P,1
"Tranquilo  Messi , el mundial es tuyo. ?",P,1
No le déis la copa a  Sergio Ramos  xd,N,0
@GermanMunguia1 @MexiHL7 ¿Donde quedó  Messi  y su equipucho? Jiji.,N,0
Comprobado 11 vs 11 y a palmar a la Cibeles nos vamos a la Cibeles ?Campeones? Campeones?oeoeoe? Campeones? Campeones ?oeoeoe?Hala  Madrid !!!,P,1
"Ramos , tira la copa!!",N,0
@SergioRamos  No te cargues la copa!!,N,0
"#BARÇA   por encima de todo, hoy y siempre contigo?",P,1
#HalaMadrid pedazo partido  mi enhorabuena a los  madrilistas    #FinalCopaRelRey   #RealMadrid,P,1
@RMadridDatos   casillas  no pierde 1 final con el Madrid desde hace 14 años y solo 1 gol en toda la  copa   #grandeiker,P,1
Jajaja joderos  catalanes  hijos de puta esto os pasa por pitar el himno ESPAÑOL   #FinalCopaRelRey,N,0
"Loq no entiendo es xq a  messi  lo dejaron en las gradas con  cr7  , y no lo pusieran a jugar",N,0
#Hala  #Madrid  esta es la marca #campeones de la #Copa del #Rey duela quien le duela http://t.co/XcjB0gbbnH,P,1
"Tata  cuando vas a aprender que  Neymar  juega por izquierda, que  Pedro  debe ser titular por derecha, y que  Iniesta  no es extremo GG",N,0
Ser del  Barça  es un honor. ¡Visca  Barça !,P,1
"Yo no se que ve la gente de guapo en  bale , no he visto cosa semejante.",N,0
Que no le den la copa a  Sergio Ramos !!!!  #HalaMadrid    #FinalCopaRelRey,N,0
Ultima semana y medua del  barca : Eliminacion de  Champions  Pierde media  liga  contra el Granada Y pierde la  copa  ante el gran  Real Madrid ..,N,0
Habia una vez un  Barcelona  que ganaba todo...,N,0
No me imagino a  Bale  corriendo cuando tiene ganas de cagar...,P,1
"El gol de  Bale , debería valer por dos. #PedazoDeGol",P,1
El  barça  se va ha acordar de ese palo durante mucho tiempo  #HalaMadrid,N,0
Me encanta la cara de  Cesc  jajajaja,N,0
hahaha la reaccion de  iker  en el postaso de  neymar ... insuperable,P,1
Que no le den la copa a  @sergioramos  que me la deja caer  @realmadrid   #HalaMadrid  gran @CasillasWorld,N,0
Ahora todos pendientes de  Sergio Ramos  a ver qué hace con la copa,N,0
Madrid  campeones de la  copa del rey  papax!  Barca  cabron saluda al campeon :D,P,1
Bale  ha estado impecable lo juro.,P,1
"""Como sufren los """"  Cules  """" ?? #halamadrid""",N,0
"Ok, la copa la puede tener todo el club... Menos  Sergio Ramos  por favor.",N,0
Arriba mi  BARCELONA  nosotros estamos es acostumbrados es ganar no como los circos que ganan algo y se quieren morir,P,1
“@jesus_tuitero: Este  Messi  es un loquillo http://t.co/XAjD9TzFWU” #correcto,N,0
Hay q saber perder no? Enhorabuena  Madridistas,P,1
Campeones  #HalaMadrid  dando cátedra como siempre! !!!  @realmadrid,P,1
"Puede que  Messi  haya dado mucho al Barça, pero ahora es cuando más lo necesitamos, decepcionado...",N,0
"Curioso,todos los  jugadores del Barça  se inclinan ante el  rey ...(así facilita q les pongan las medallas,pero no deja de ser un detalle)",P,1
"Me cae bien este triunfo del  Real , le tengo mas aprecio a los  merengues  que a el  barcelona .",P,1
"Jajajajaaj creo que hemos ganado!! Jaja ese es mi  Real Madrid ! Aunque me ha faltado mi  CR  y como no haya donde esté,   Mou  ?",P,1
"Ojalá pronto le hagan entender a  Neymar  que los  partidos  se ganan con goles, lamentable lo del brasileño. ?",N,0
@Soyunsol_25 hala  madrid  y viva la comunidad de madrid jajj !!!!!,P,1
¿Qué mi  Baça  se ha caido? No te preocupes la proxima vez te invitate al  partido  para que veas como se levanta .reconosco que  Bale  es grande.,P,1
Llamenle un taxi a  Bartra  para que alcance a  Bale .,N,0
"Fabregas , sinceramente tu juegas porque el  Tata  te quiere, por mi no juegas.",N,0
"Se la ha puesto  Pinto , porque yo no quería, que si no ganábamos.",N,0
"Le podria parir un hijo a  Bale , ya mismo",P,1
Que grande eres  @realmadrid  !! ?????????,P,1
Nomás no le presten la Copa a  Sergio Ramos  no se le vaya a caer otra vez jajajja,N,0
Catalanes  llorando por no ganar la  copa de España  y luego no se sienten españoles #VivaEspaña  #HalaMadrid,N,0
¿Como así que  Messi  estaba jugando?,N,0
Ese gol de  Bale  hizo unos 10 millonsitos de lo que costó su traspaso.,P,1
"Te amo  Messi , sólo ha sido un mal día, sigues siendo la estrella de ese club.",P,1
Bartra  se va a pasar unas semanicas buscando a  Bale  MUAJAJAJAJAJA,N,0
"Merecidísima victoria del  Madrid .  Algunos del Barça  siguen dando pena.  Alves  con Brasil se saldrá en el Mundial, pero...  Mateu  de 10.",P,1
"@NODOSFC1905 @RarrochaR Es un buen técnico, por lo que demostró en Newell's. Me parece más víctima que culpable. El  Barça  venía cayéndose.",N,0
"La peor version del  Barza  y de  Messi  de los ultimos anos,sin  CR7   #RealMadrid  gana  copa del rey  al  #Barza  .Se le acabo el credito a  Martino",N,0
La cara que se les ha quedado  a los del Barça  es muy top.????,N,0
"Felicidades al  tata martino ,nos cago la temporada en 3  partidos  e.e",N,0
"Eviten darle la copa a  @SergioRamos  jajaja enhorabuena crack, sólo no la tires este año!",P,1
"Mejor que Cataluña se independice, sólo así el  Barça  podrá tener opciones de ganar algo.",N,0
"@OtroCule: Los  madridistas  celebran como si no hubiesen ganado ningún título en casi 2 años... oh, esperen.",N,0
"Se debe ir el  Tata  hizo lo que pudo,  Neymar  le queda grande la azulgrana, faltan 2 defensas y un portero.",P,1
Yo lo de  Bale  también lo meto ajajja,P,1
Hace mucho tiempo que no gritaba un gol como hoy el de  Bale   #HalaMadrid,P,1
Puto engines que tiene  Bale  en las puta piernas,P,1
"No se cómo llamáis al esquema del  Tata , el rombo o alguna mierda así. El caso es que el mayor fallo que le veo es este:",N,0
Eres guapo pero con traje mas!  @12MarceloV,P,1
"El Madrid gana sin  CR7 , el mejor jugador del mundo. #OjoAlDato",P,1
"Hermoso es ver al  Madrid  ser Campeon, mi unico amor el  Madrid !! hala  Madrid !! http://t.co/xq26laAKFA",P,1
Un  #Barcelona  desconocido: sólo al pelotazo. Un  #RealMadrid  q supo controlar a  Messi  y un  Bale  que… wow como corrió pa el 2do gol. Increíble,N,0
Enhorabuena  madridistas !!! Disfrutadlo y ojala nos veamos en Lisboa...!,P,1
Felicidades al  @realmadrid  digno campeón de la  Copa Del Rey . De un  culé  de corazón? para un gran equipo(:,P,1
Los  catalanes  a jugar la copa de la independencia   #FinalCopaRelRey,N,0
Iiiiii donde estaaaaan iiii donde estan los  culésitos  q nos iban a ganar ?  Iiii donde estan y dónde estánn  MESSI  Y  NEYMAR  ????? AAAAAAJAJAJ,N,0
"Mucho  Barcelona  y  Real Madrid , y al final ninguno se va a llevar la  Champions , pobres diablos.",N,0
Bale  hizo valer la cantidad de dinero que gastó el  Real Madrid  tras ese golazo,P,1
Partidazo del  Real Madrid  !!! Ahora a celebrarlo en la cibeles,P,1
Queda claro y confirmado que  Neymar  es un producto de la mercadotecnia,N,0
No le den la Copa a  @SergioRamos,N,0
"Que puto asco dios!El  Barça  va a seguir siendo el mejor chiquis.Vamos  Madrid , tirar otra vez la copa! jajaja http://t.co/vcbVEkQawb",N,0
Messi  hoy solo ha corrido 1km mas que Cristiano,N,0
"Al menos el  Barça  se queda en el campo cuando pierde, no como otros hicieron",P,1
Estoy feliz porque sea lo que sea el mejor siempre sera el  BARCELONA  tranquilossss.,P,1
"Hala  Madrid  !! tirititititi , Hala  Madrid  !! Tirititititi. Final de compa del Rey es nuestraaa !!! ?????",P,1
Bartra  es muy muy muy bueno un grande el hombre mas peligroso del @FCBarcelona_es. pero no puede con  @GarethBale11,N,0
Que GRANDE es nuestra afición!Como no te vamos a querer  Real Madrid !,P,1
Que asquerosos  los del Barcelona  que se quitan la medalla.,N,0
"Muy de coña decir ahora que los 100 millones de  Bale  están bien invertidos, de coña decirlo basándose en el trabajo de un sólo  partido",N,0
Hoy fue más de  Gareth  que de  Neymar .,P,1
"Un  partidazo , nos ha salido incluso barato  @GarethBale11",P,1
Bonito detallé el de  Messi  debido a la baja de  Cristiano !!! Buena final sin los dos mejores jugadores del mundo,N,0
"Y como siempre, en la derrota te apoyo más. ¡Vamos,  @FCBarcelona !",P,1
Cosas q m dan satisfacción y ver la cara de  #Messi  de PERDEDOR!! ???,N,0
"Vamoooos  #HALAMADRID  gran trabajo de  Casillas ,  Bale ,  Di María  #grandeRMFC",P,1
"Gracias por tantos años de victorias  Barça ! Por siempre Visca el #Barça! Ahora, a renovarse!",P,1
"""Te amo bebe gracias por dedicarme el gol  @GarethBale11  <3""",P,1
"Enhorabuena  Madridistas !! Merecida de principio a fin :)  Pdt:  Pinto ,Jubilate.",P,1
"Alves  es una vergüenza, que coja al Patata  Martino  este y se vayan a tomar por culo los dos",N,0
Ver el careto de  los del Barça  no tiene precio!!!!!!!!!!,N,0
El corage que me da esque cuando el  barça  estaba haciendo un  partidazo  marcan los otros y luego el palo de  Neymar ... pinto  paqueton.,P,1
Por algo siempre desde la cuna eh sido y sere #HalaMadridHastaElMorir onde quedo su  messi  jajaja se fue a messingar su mae jaja #Mestalla,N,0
Puyol  es la única persona respetable de entre todo individuo que forma el  Barça . Y punto.,P,1
El  #rey  preguntando pero no hay elefantes? #futboltotaldirectv #futbol   #FinalCopaRelRey,N,0
"Ostras el  Barça  se queda a ver como le dan la copa al rival, no como otros equipos o.o. Aparte de ganar también hay que saber perder.",P,1
La cara de malafolla de  messi  es la mejor jajajajaja,N,0
